word	rank	freq_per_million	POS
word1085	1085	921.66	NN
word1086	1086	920.81	NN
word1087	1087	919.96	NN
word1088	1088	919.12	NN
word1089	1089	918.27	NN
word1090	1090	917.43	NN
word1091	1091	916.59	NN
word1092	1092	915.75	NN
word1093	1093	914.91	NN
word1094	1094	914.08	NN
word1095	1095	913.24	NN
word1096	1096	912.41	NN
word1097	1097	911.58	NN
word1098	1098	910.75	NN
word1099	1099	909.92	NN
word1100	1100	909.09	NN
word1101	1101	908.27	NN
word1102	1102	907.44	NN
word1103	1103	906.62	NN
word1104	1104	905.8	NN
word1105	1105	904.98	NN
word1106	1106	904.16	NN
word1107	1107	903.34	NN
word1108	1108	902.53	NN
word1109	1109	901.71	NN
word1110	1110	900.9	NN
word1111	1111	900.09	NN
word1112	1112	899.28	NN
word1113	1113	898.47	NN
word1114	1114	897.67	NN
word1115	1115	896.86	NN
word1116	1116	896.06	NN
word1117	1117	895.26	NN
word1118	1118	894.45	NN
word1119	1119	893.66	NN
word1120	1120	892.86	NN
word1121	1121	892.06	NN
word1122	1122	891.27	NN
word1123	1123	890.47	NN
word1124	1124	889.68	NN
word1125	1125	888.89	NN
word1126	1126	888.1	NN
word1127	1127	887.31	NN
word1128	1128	886.52	NN
word1129	1129	885.74	NN
word1130	1130	884.96	NN
word1131	1131	884.17	NN
word1132	1132	883.39	NN
word1133	1133	882.61	NN
word1134	1134	881.83	NN
word1135	1135	881.06	NN
word1136	1136	880.28	NN
word1137	1137	879.51	NN
word1138	1138	878.73	NN
word1139	1139	877.96	NN
word1140	1140	877.19	NN
word1141	1141	876.42	NN
word1142	1142	875.66	NN
word1143	1143	874.89	NN
word1144	1144	874.13	NN
word1145	1145	873.36	NN
word1146	1146	872.6	NN
word1147	1147	871.84	NN
word1148	1148	871.08	NN
word1149	1149	870.32	NN
word1150	1150	869.57	NN
word1151	1151	868.81	NN
word1152	1152	868.06	NN
word1153	1153	867.3	NN
word1154	1154	866.55	NN
word1155	1155	865.8	NN
word1156	1156	865.05	NN
word1157	1157	864.3	NN
word1158	1158	863.56	NN
word1159	1159	862.81	NN
word1160	1160	862.07	NN
word1161	1161	861.33	NN
word1162	1162	860.59	NN
word1163	1163	859.85	NN
word1164	1164	859.11	NN
word1165	1165	858.37	NN
word1166	1166	857.63	NN
word1167	1167	856.9	NN
word1168	1168	856.16	NN
word1169	1169	855.43	NN
word1170	1170	854.7	NN
word1171	1171	853.97	NN
word1172	1172	853.24	NN
word1173	1173	852.51	NN
word1174	1174	851.79	NN
word1175	1175	851.06	NN
word1176	1176	850.34	NN
word1177	1177	849.62	NN
word1178	1178	848.9	NN
word1179	1179	848.18	NN
word1180	1180	847.46	NN
word1181	1181	846.74	NN
word1182	1182	846.02	NN
word1183	1183	845.31	NN
word1184	1184	844.59	NN
word1185	1185	843.88	NN
word1186	1186	843.17	NN
word1187	1187	842.46	NN
word1188	1188	841.75	NN
word1189	1189	841.04	NN
word1190	1190	840.34	NN
word1191	1191	839.63	NN
word1192	1192	838.93	NN
word1193	1193	838.22	NN
word1194	1194	837.52	NN
word1195	1195	836.82	NN
word1196	1196	836.12	NN
word1197	1197	835.42	NN
word1198	1198	834.72	NN
word1199	1199	834.03	NN
word1200	1200	833.33	NN
word1201	1201	832.64	NN
word1202	1202	831.95	NN
word1203	1203	831.26	NN
word1204	1204	830.56	NN
word1205	1205	829.88	NN
word1206	1206	829.19	NN
word1207	1207	828.5	NN
word1208	1208	827.81	NN
word1209	1209	827.13	NN
word1210	1210	826.45	NN
word1211	1211	825.76	NN
word1212	1212	825.08	NN
word1213	1213	824.4	NN
word1214	1214	823.72	NN
word1215	1215	823.05	NN
word1216	1216	822.37	NN
word1217	1217	821.69	NN
word1218	1218	821.02	NN
word1219	1219	820.34	NN
word1220	1220	819.67	NN
word1221	1221	819.0	NN
word1222	1222	818.33	NN
word1223	1223	817.66	NN
word1224	1224	816.99	NN
word1225	1225	816.33	NN
word1226	1226	815.66	NN
word1227	1227	815.0	NN
word1228	1228	814.33	NN
word1229	1229	813.67	NN
word1230	1230	813.01	NN
word1231	1231	812.35	NN
word1232	1232	811.69	NN
word1233	1233	811.03	NN
word1234	1234	810.37	NN
word1235	1235	809.72	NN
word1236	1236	809.06	NN
word1237	1237	808.41	NN
word1238	1238	807.75	NN
word1239	1239	807.1	NN
word1240	1240	806.45	NN
word1241	1241	805.8	NN
word1242	1242	805.15	NN
word1243	1243	804.51	NN
word1244	1244	803.86	NN
word1245	1245	803.21	NN
word1246	1246	802.57	NN
word1247	1247	801.92	NN
word1248	1248	801.28	NN
word1249	1249	800.64	NN
word1250	1250	800.0	NN
word1251	1251	799.36	NN
word1252	1252	798.72	NN
word1253	1253	798.08	NN
word1254	1254	797.45	NN
word1255	1255	796.81	NN
word1256	1256	796.18	NN
word1257	1257	795.54	NN
word1258	1258	794.91	NN
word1259	1259	794.28	NN
word1260	1260	793.65	NN
word1261	1261	793.02	NN
word1262	1262	792.39	NN
word1263	1263	791.77	NN
word1264	1264	791.14	NN
word1265	1265	790.51	NN
word1266	1266	789.89	NN
word1267	1267	789.27	NN
word1268	1268	788.64	NN
word1269	1269	788.02	NN
word1270	1270	787.4	NN
word1271	1271	786.78	NN
word1272	1272	786.16	NN
word1273	1273	785.55	NN
word1274	1274	784.93	NN
word1275	1275	784.31	NN
word1276	1276	783.7	NN
word1277	1277	783.09	NN
word1278	1278	782.47	NN
word1279	1279	781.86	NN
word1280	1280	781.25	NN
word1281	1281	780.64	NN
word1282	1282	780.03	NN
word1283	1283	779.42	NN
word1284	1284	778.82	NN
word1285	1285	778.21	NN
word1286	1286	777.6	NN
word1287	1287	777.0	NN
word1288	1288	776.4	NN
word1289	1289	775.8	NN
word1290	1290	775.19	NN
word1291	1291	774.59	NN
word1292	1292	773.99	NN
word1293	1293	773.4	NN
word1294	1294	772.8	NN
word1295	1295	772.2	NN
word1296	1296	771.6	NN
word1297	1297	771.01	NN
word1298	1298	770.42	NN
word1299	1299	769.82	NN
word1300	1300	769.23	NN
word1301	1301	768.64	NN
word1302	1302	768.05	NN
word1303	1303	767.46	NN
word1304	1304	766.87	NN
word1305	1305	766.28	NN
word1306	1306	765.7	NN
word1307	1307	765.11	NN
word1308	1308	764.53	NN
word1309	1309	763.94	NN
word1310	1310	763.36	NN
word1311	1311	762.78	NN
word1312	1312	762.2	NN
word1313	1313	761.61	NN
word1314	1314	761.04	NN
word1315	1315	760.46	NN
word1316	1316	759.88	NN
word1317	1317	759.3	NN
word1318	1318	758.73	NN
word1319	1319	758.15	NN
word1320	1320	757.58	NN
word1321	1321	757.0	NN
word1322	1322	756.43	NN
word1323	1323	755.86	NN
word1324	1324	755.29	NN
word1325	1325	754.72	NN
word1326	1326	754.15	NN
word1327	1327	753.58	NN
word1328	1328	753.01	NN
word1329	1329	752.45	NN
word1330	1330	751.88	NN
word1331	1331	751.31	NN
word1332	1332	750.75	NN
word1333	1333	750.19	NN
word1334	1334	749.63	NN
word1335	1335	749.06	NN
word1336	1336	748.5	NN
word1337	1337	747.94	NN
word1338	1338	747.38	NN
word1339	1339	746.83	NN
word1340	1340	746.27	NN
word1341	1341	745.71	NN
word1342	1342	745.16	NN
word1343	1343	744.6	NN
word1344	1344	744.05	NN
word1345	1345	743.49	NN
word1346	1346	742.94	NN
word1347	1347	742.39	NN
word1348	1348	741.84	NN
word1349	1349	741.29	NN
word1350	1350	740.74	NN
word1351	1351	740.19	NN
word1352	1352	739.64	NN
word1353	1353	739.1	NN
word1354	1354	738.55	NN
word1355	1355	738.01	NN
word1356	1356	737.46	NN
word1357	1357	736.92	NN
word1358	1358	736.38	NN
word1359	1359	735.84	NN
word1360	1360	735.29	NN
word1361	1361	734.75	NN
word1362	1362	734.21	NN
word1363	1363	733.68	NN
word1364	1364	733.14	NN
word1365	1365	732.6	NN
word1366	1366	732.06	NN
word1367	1367	731.53	NN
word1368	1368	730.99	NN
word1369	1369	730.46	NN
word1370	1370	729.93	NN
word1371	1371	729.39	NN
word1372	1372	728.86	NN
word1373	1373	728.33	NN
word1374	1374	727.8	NN
word1375	1375	727.27	NN
word1376	1376	726.74	NN
word1377	1377	726.22	NN
word1378	1378	725.69	NN
word1379	1379	725.16	NN
word1380	1380	724.64	NN
word1381	1381	724.11	NN
word1382	1382	723.59	NN
word1383	1383	723.07	NN
word1384	1384	722.54	NN
word1385	1385	722.02	NN
word1386	1386	721.5	NN
word1387	1387	720.98	NN
word1388	1388	720.46	NN
word1389	1389	719.94	NN
word1390	1390	719.42	NN
word1391	1391	718.91	NN
word1392	1392	718.39	NN
word1393	1393	717.88	NN
word1394	1394	717.36	NN
word1395	1395	716.85	NN
word1396	1396	716.33	NN
word1397	1397	715.82	NN
word1398	1398	715.31	NN
word1399	1399	714.8	NN
word1400	1400	714.29	NN
word1401	1401	713.78	NN
word1402	1402	713.27	NN
word1403	1403	712.76	NN
word1404	1404	712.25	NN
word1405	1405	711.74	NN
word1406	1406	711.24	NN
word1407	1407	710.73	NN
word1408	1408	710.23	NN
word1409	1409	709.72	NN
word1410	1410	709.22	NN
word1411	1411	708.72	NN
word1412	1412	708.22	NN
word1413	1413	707.71	NN
word1414	1414	707.21	NN
word1415	1415	706.71	NN
word1416	1416	706.21	NN
word1417	1417	705.72	NN
word1418	1418	705.22	NN
word1419	1419	704.72	NN
word1420	1420	704.23	NN
word1421	1421	703.73	NN
word1422	1422	703.23	NN
word1423	1423	702.74	NN
word1424	1424	702.25	NN
word1425	1425	701.75	NN
word1426	1426	701.26	NN
word1427	1427	700.77	NN
word1428	1428	700.28	NN
word1429	1429	699.79	NN
word1430	1430	699.3	NN
word1431	1431	698.81	NN
word1432	1432	698.32	NN
word1433	1433	697.84	NN
word1434	1434	697.35	NN
word1435	1435	696.86	NN
word1436	1436	696.38	NN
word1437	1437	695.89	NN
word1438	1438	695.41	NN
word1439	1439	694.93	NN
word1440	1440	694.44	NN
word1441	1441	693.96	NN
word1442	1442	693.48	NN
word1443	1443	693.0	NN
word1444	1444	692.52	NN
word1445	1445	692.04	NN
word1446	1446	691.56	NN
word1447	1447	691.09	NN
word1448	1448	690.61	NN
word1449	1449	690.13	NN
word1450	1450	689.66	NN
word1451	1451	689.18	NN
word1452	1452	688.71	NN
word1453	1453	688.23	NN
word1454	1454	687.76	NN
word1455	1455	687.29	NN
word1456	1456	686.81	NN
word1457	1457	686.34	NN
word1458	1458	685.87	NN
word1459	1459	685.4	NN
word1460	1460	684.93	NN
word1461	1461	684.46	NN
word1462	1462	683.99	NN
word1463	1463	683.53	NN
word1464	1464	683.06	NN
word1465	1465	682.59	NN
word1466	1466	682.13	NN
word1467	1467	681.66	NN
word1468	1468	681.2	NN
word1469	1469	680.74	NN
word1470	1470	680.27	NN
word1471	1471	679.81	NN
word1472	1472	679.35	NN
word1473	1473	678.89	NN
word1474	1474	678.43	NN
word1475	1475	677.97	NN
word1476	1476	677.51	NN
word1477	1477	677.05	NN
word1478	1478	676.59	NN
word1479	1479	676.13	NN
word1480	1480	675.68	NN
word1481	1481	675.22	NN
word1482	1482	674.76	NN
word1483	1483	674.31	NN
word1484	1484	673.85	NN
word1485	1485	673.4	NN
word1486	1486	672.95	NN
word1487	1487	672.49	NN
word1488	1488	672.04	NN
word1489	1489	671.59	NN
word1490	1490	671.14	NN
word1491	1491	670.69	NN
word1492	1492	670.24	NN
word1493	1493	669.79	NN
word1494	1494	669.34	NN
word1495	1495	668.9	NN
word1496	1496	668.45	NN
word1497	1497	668.0	NN
word1498	1498	667.56	NN
word1499	1499	667.11	NN
word1500	1500	666.67	NN
word1501	1501	666.22	NN
word1502	1502	665.78	NN
word1503	1503	665.34	NN
word1504	1504	664.89	NN
word1505	1505	664.45	NN
word1506	1506	664.01	NN
word1507	1507	663.57	NN
word1508	1508	663.13	NN
word1509	1509	662.69	NN
word1510	1510	662.25	NN
word1511	1511	661.81	NN
word1512	1512	661.38	NN
word1513	1513	660.94	NN
word1514	1514	660.5	NN
word1515	1515	660.07	NN
word1516	1516	659.63	NN
word1517	1517	659.2	NN
word1518	1518	658.76	NN
word1519	1519	658.33	NN
word1520	1520	657.89	NN
word1521	1521	657.46	NN
word1522	1522	657.03	NN
word1523	1523	656.6	NN
word1524	1524	656.17	NN
word1525	1525	655.74	NN
word1526	1526	655.31	NN
word1527	1527	654.88	NN
word1528	1528	654.45	NN
word1529	1529	654.02	NN
word1530	1530	653.59	NN
word1531	1531	653.17	NN
word1532	1532	652.74	NN
word1533	1533	652.32	NN
word1534	1534	651.89	NN
word1535	1535	651.47	NN
word1536	1536	651.04	NN
word1537	1537	650.62	NN
word1538	1538	650.2	NN
word1539	1539	649.77	NN
word1540	1540	649.35	NN
word1541	1541	648.93	NN
word1542	1542	648.51	NN
word1543	1543	648.09	NN
word1544	1544	647.67	NN
word1545	1545	647.25	NN
word1546	1546	646.83	NN
word1547	1547	646.41	NN
word1548	1548	645.99	NN
word1549	1549	645.58	NN
word1550	1550	645.16	NN
word1551	1551	644.75	NN
word1552	1552	644.33	NN
word1553	1553	643.92	NN
word1554	1554	643.5	NN
word1555	1555	643.09	NN
word1556	1556	642.67	NN
word1557	1557	642.26	NN
word1558	1558	641.85	NN
word1559	1559	641.44	NN
word1560	1560	641.03	NN
word1561	1561	640.61	NN
word1562	1562	640.2	NN
word1563	1563	639.8	NN
word1564	1564	639.39	NN
word1565	1565	638.98	NN
word1566	1566	638.57	NN
word1567	1567	638.16	NN
word1568	1568	637.76	NN
word1569	1569	637.35	NN
word1570	1570	636.94	NN
word1571	1571	636.54	NN
word1572	1572	636.13	NN
word1573	1573	635.73	NN
word1574	1574	635.32	NN
word1575	1575	634.92	NN
word1576	1576	634.52	NN
word1577	1577	634.12	NN
word1578	1578	633.71	NN
word1579	1579	633.31	NN
word1580	1580	632.91	NN
word1581	1581	632.51	NN
word1582	1582	632.11	NN
word1583	1583	631.71	NN
word1584	1584	631.31	NN
word1585	1585	630.91	NN
word1586	1586	630.52	NN
word1587	1587	630.12	NN
word1588	1588	629.72	NN
word1589	1589	629.33	NN
word1590	1590	628.93	NN
word1591	1591	628.54	NN
word1592	1592	628.14	NN
word1593	1593	627.75	NN
word1594	1594	627.35	NN
word1595	1595	626.96	NN
word1596	1596	626.57	NN
word1597	1597	626.17	NN
word1598	1598	625.78	NN
word1599	1599	625.39	NN
word1600	1600	625.0	NN
word1601	1601	624.61	NN
word1602	1602	624.22	NN
word1603	1603	623.83	NN
word1604	1604	623.44	NN
word1605	1605	623.05	NN
word1606	1606	622.67	NN
word1607	1607	622.28	NN
word1608	1608	621.89	NN
word1609	1609	621.5	NN
word1610	1610	621.12	NN
word1611	1611	620.73	NN
word1612	1612	620.35	NN
word1613	1613	619.96	NN
word1614	1614	619.58	NN
word1615	1615	619.2	NN
word1616	1616	618.81	NN
word1617	1617	618.43	NN
word1618	1618	618.05	NN
word1619	1619	617.67	NN
word1620	1620	617.28	NN
word1621	1621	616.9	NN
word1622	1622	616.52	NN
word1623	1623	616.14	NN
word1624	1624	615.76	NN
word1625	1625	615.38	NN
word1626	1626	615.01	NN
word1627	1627	614.63	NN
word1628	1628	614.25	NN
word1629	1629	613.87	NN
word1630	1630	613.5	NN
word1631	1631	613.12	NN
word1632	1632	612.75	NN
word1633	1633	612.37	NN
word1634	1634	612.0	NN
word1635	1635	611.62	NN
word1636	1636	611.25	NN
word1637	1637	610.87	NN
word1638	1638	610.5	NN
word1639	1639	610.13	NN
word1640	1640	609.76	NN
word1641	1641	609.38	NN
word1642	1642	609.01	NN
word1643	1643	608.64	NN
word1644	1644	608.27	NN
word1645	1645	607.9	NN
word1646	1646	607.53	NN
word1647	1647	607.16	NN
word1648	1648	606.8	NN
word1649	1649	606.43	NN
word1650	1650	606.06	NN
word1651	1651	605.69	NN
word1652	1652	605.33	NN
word1653	1653	604.96	NN
word1654	1654	604.59	NN
word1655	1655	604.23	NN
word1656	1656	603.86	NN
word1657	1657	603.5	NN
word1658	1658	603.14	NN
word1659	1659	602.77	NN
word1660	1660	602.41	NN
word1661	1661	602.05	NN
word1662	1662	601.68	NN
word1663	1663	601.32	NN
word1664	1664	600.96	NN
word1665	1665	600.6	NN
word1666	1666	600.24	NN
word1667	1667	599.88	NN
word1668	1668	599.52	NN
word1669	1669	599.16	NN
word1670	1670	598.8	NN
word1671	1671	598.44	NN
word1672	1672	598.09	NN
word1673	1673	597.73	NN
word1674	1674	597.37	NN
word1675	1675	597.01	NN
word1676	1676	596.66	NN
word1677	1677	596.3	NN
word1678	1678	595.95	NN
word1679	1679	595.59	NN
word1680	1680	595.24	NN
word1681	1681	594.88	NN
word1682	1682	594.53	NN
word1683	1683	594.18	NN
word1684	1684	593.82	NN
word1685	1685	593.47	NN
word1686	1686	593.12	NN
word1687	1687	592.77	NN
word1688	1688	592.42	NN
word1689	1689	592.07	NN
word1690	1690	591.72	NN
word1691	1691	591.37	NN
word1692	1692	591.02	NN
word1693	1693	590.67	NN
word1694	1694	590.32	NN
word1695	1695	589.97	NN
word1696	1696	589.62	NN
word1697	1697	589.28	NN
word1698	1698	588.93	NN
word1699	1699	588.58	NN
word1700	1700	588.24	NN
word1701	1701	587.89	NN
word1702	1702	587.54	NN
word1703	1703	587.2	NN
word1704	1704	586.85	NN
word1705	1705	586.51	NN
word1706	1706	586.17	NN
word1707	1707	585.82	NN
word1708	1708	585.48	NN
word1709	1709	585.14	NN
word1710	1710	584.8	NN
word1711	1711	584.45	NN
word1712	1712	584.11	NN
word1713	1713	583.77	NN
word1714	1714	583.43	NN
word1715	1715	583.09	NN
word1716	1716	582.75	NN
word1717	1717	582.41	NN
word1718	1718	582.07	NN
word1719	1719	581.73	NN
word1720	1720	581.4	NN
word1721	1721	581.06	NN
word1722	1722	580.72	NN
word1723	1723	580.38	NN
word1724	1724	580.05	NN
word1725	1725	579.71	NN
word1726	1726	579.37	NN
word1727	1727	579.04	NN
word1728	1728	578.7	NN
word1729	1729	578.37	NN
word1730	1730	578.03	NN
word1731	1731	577.7	NN
word1732	1732	577.37	NN
word1733	1733	577.03	NN
word1734	1734	576.7	NN
word1735	1735	576.37	NN
word1736	1736	576.04	NN
word1737	1737	575.71	NN
word1738	1738	575.37	NN
word1739	1739	575.04	NN
word1740	1740	574.71	NN
word1741	1741	574.38	NN
word1742	1742	574.05	NN
word1743	1743	573.72	NN
word1744	1744	573.39	NN
word1745	1745	573.07	NN
word1746	1746	572.74	NN
word1747	1747	572.41	NN
word1748	1748	572.08	NN
word1749	1749	571.76	NN
word1750	1750	571.43	NN
word1751	1751	571.1	NN
word1752	1752	570.78	NN
word1753	1753	570.45	NN
word1754	1754	570.13	NN
word1755	1755	569.8	NN
word1756	1756	569.48	NN
word1757	1757	569.15	NN
word1758	1758	568.83	NN
word1759	1759	568.5	NN
word1760	1760	568.18	NN
word1761	1761	567.86	NN
word1762	1762	567.54	NN
word1763	1763	567.21	NN
word1764	1764	566.89	NN
word1765	1765	566.57	NN
word1766	1766	566.25	NN
word1767	1767	565.93	NN
word1768	1768	565.61	NN
word1769	1769	565.29	NN
word1770	1770	564.97	NN
word1771	1771	564.65	NN
word1772	1772	564.33	NN
word1773	1773	564.02	NN
word1774	1774	563.7	NN
word1775	1775	563.38	NN
word1776	1776	563.06	NN
word1777	1777	562.75	NN
word1778	1778	562.43	NN
word1779	1779	562.11	NN
word1780	1780	561.8	NN
word1781	1781	561.48	NN
word1782	1782	561.17	NN
word1783	1783	560.85	NN
word1784	1784	560.54	NN
word1785	1785	560.22	NN
word1786	1786	559.91	NN
word1787	1787	559.6	NN
word1788	1788	559.28	NN
word1789	1789	558.97	NN
word1790	1790	558.66	NN
word1791	1791	558.35	NN
word1792	1792	558.04	NN
word1793	1793	557.72	NN
word1794	1794	557.41	NN
word1795	1795	557.1	NN
word1796	1796	556.79	NN
word1797	1797	556.48	NN
word1798	1798	556.17	NN
word1799	1799	555.86	NN
word1800	1800	555.56	NN
word1801	1801	555.25	NN
word1802	1802	554.94	NN
word1803	1803	554.63	NN
word1804	1804	554.32	NN
word1805	1805	554.02	NN
word1806	1806	553.71	NN
word1807	1807	553.4	NN
word1808	1808	553.1	NN
word1809	1809	552.79	NN
word1810	1810	552.49	NN
word1811	1811	552.18	NN
word1812	1812	551.88	NN
word1813	1813	551.57	NN
word1814	1814	551.27	NN
word1815	1815	550.96	NN
word1816	1816	550.66	NN
word1817	1817	550.36	NN
word1818	1818	550.06	NN
word1819	1819	549.75	NN
word1820	1820	549.45	NN
word1821	1821	549.15	NN
word1822	1822	548.85	NN
word1823	1823	548.55	NN
word1824	1824	548.25	NN
word1825	1825	547.95	NN
word1826	1826	547.65	NN
word1827	1827	547.35	NN
word1828	1828	547.05	NN
word1829	1829	546.75	NN
word1830	1830	546.45	NN
word1831	1831	546.15	NN
word1832	1832	545.85	NN
word1833	1833	545.55	NN
word1834	1834	545.26	NN
word1835	1835	544.96	NN
word1836	1836	544.66	NN
word1837	1837	544.37	NN
word1838	1838	544.07	NN
word1839	1839	543.77	NN
word1840	1840	543.48	NN
word1841	1841	543.18	NN
word1842	1842	542.89	NN
word1843	1843	542.59	NN
word1844	1844	542.3	NN
word1845	1845	542.01	NN
word1846	1846	541.71	NN
word1847	1847	541.42	NN
word1848	1848	541.13	NN
word1849	1849	540.83	NN
word1850	1850	540.54	NN
word1851	1851	540.25	NN
word1852	1852	539.96	NN
word1853	1853	539.67	NN
word1854	1854	539.37	NN
word1855	1855	539.08	NN
word1856	1856	538.79	NN
word1857	1857	538.5	NN
word1858	1858	538.21	NN
word1859	1859	537.92	NN
word1860	1860	537.63	NN
word1861	1861	537.35	NN
word1862	1862	537.06	NN
word1863	1863	536.77	NN
word1864	1864	536.48	NN
word1865	1865	536.19	NN
word1866	1866	535.91	NN
word1867	1867	535.62	NN
word1868	1868	535.33	NN
word1869	1869	535.05	NN
word1870	1870	534.76	NN
word1871	1871	534.47	NN
word1872	1872	534.19	NN
word1873	1873	533.9	NN
word1874	1874	533.62	NN
word1875	1875	533.33	NN
word1876	1876	533.05	NN
word1877	1877	532.77	NN
word1878	1878	532.48	NN
word1879	1879	532.2	NN
word1880	1880	531.91	NN
word1881	1881	531.63	NN
word1882	1882	531.35	NN
word1883	1883	531.07	NN
word1884	1884	530.79	NN
word1885	1885	530.5	NN
word1886	1886	530.22	NN
word1887	1887	529.94	NN
word1888	1888	529.66	NN
word1889	1889	529.38	NN
word1890	1890	529.1	NN
word1891	1891	528.82	NN
word1892	1892	528.54	NN
word1893	1893	528.26	NN
word1894	1894	527.98	NN
word1895	1895	527.7	NN
word1896	1896	527.43	NN
word1897	1897	527.15	NN
word1898	1898	526.87	NN
word1899	1899	526.59	NN
word1900	1900	526.32	NN
word1901	1901	526.04	NN
word1902	1902	525.76	NN
word1903	1903	525.49	NN
word1904	1904	525.21	NN
word1905	1905	524.93	NN
word1906	1906	524.66	NN
word1907	1907	524.38	NN
word1908	1908	524.11	NN
word1909	1909	523.83	NN
word1910	1910	523.56	NN
word1911	1911	523.29	NN
word1912	1912	523.01	NN
word1913	1913	522.74	NN
word1914	1914	522.47	NN
word1915	1915	522.19	NN
word1916	1916	521.92	NN
word1917	1917	521.65	NN
word1918	1918	521.38	NN
word1919	1919	521.1	NN
word1920	1920	520.83	NN
word1921	1921	520.56	NN
word1922	1922	520.29	NN
word1923	1923	520.02	NN
word1924	1924	519.75	NN
word1925	1925	519.48	NN
word1926	1926	519.21	NN
word1927	1927	518.94	NN
word1928	1928	518.67	NN
word1929	1929	518.4	NN
word1930	1930	518.13	NN
word1931	1931	517.87	NN
word1932	1932	517.6	NN
word1933	1933	517.33	NN
word1934	1934	517.06	NN
word1935	1935	516.8	NN
word1936	1936	516.53	NN
word1937	1937	516.26	NN
word1938	1938	516.0	NN
word1939	1939	515.73	NN
word1940	1940	515.46	NN
word1941	1941	515.2	NN
word1942	1942	514.93	NN
word1943	1943	514.67	NN
word1944	1944	514.4	NN
word1945	1945	514.14	NN
word1946	1946	513.87	NN
word1947	1947	513.61	NN
word1948	1948	513.35	NN
word1949	1949	513.08	NN
word1950	1950	512.82	NN
word1951	1951	512.56	NN
word1952	1952	512.3	NN
word1953	1953	512.03	NN
word1954	1954	511.77	NN
word1955	1955	511.51	NN
word1956	1956	511.25	NN
word1957	1957	510.99	NN
word1958	1958	510.73	NN
word1959	1959	510.46	NN
word1960	1960	510.2	NN
word1961	1961	509.94	NN
word1962	1962	509.68	NN
word1963	1963	509.42	NN
word1964	1964	509.16	NN
word1965	1965	508.91	NN
word1966	1966	508.65	NN
word1967	1967	508.39	NN
word1968	1968	508.13	NN
word1969	1969	507.87	NN
word1970	1970	507.61	NN
word1971	1971	507.36	NN
word1972	1972	507.1	NN
word1973	1973	506.84	NN
word1974	1974	506.59	NN
word1975	1975	506.33	NN
word1976	1976	506.07	NN
word1977	1977	505.82	NN
word1978	1978	505.56	NN
word1979	1979	505.31	NN
word1980	1980	505.05	NN
word1981	1981	504.8	NN
word1982	1982	504.54	NN
word1983	1983	504.29	NN
word1984	1984	504.03	NN
word1985	1985	503.78	NN
word1986	1986	503.52	NN
word1987	1987	503.27	NN
word1988	1988	503.02	NN
word1989	1989	502.77	NN
word1990	1990	502.51	NN
word1991	1991	502.26	NN
word1992	1992	502.01	NN
word1993	1993	501.76	NN
word1994	1994	501.5	NN
word1995	1995	501.25	NN
word1996	1996	501.0	NN
word1997	1997	500.75	NN
word1998	1998	500.5	NN
word1999	1999	500.25	NN
word2000	2000	500.0	NN
word2001	2001	499.75	NN
word2002	2002	499.5	NN
word2003	2003	499.25	NN
word2004	2004	499.0	NN
word2005	2005	498.75	NN
word2006	2006	498.5	NN
word2007	2007	498.26	NN
word2008	2008	498.01	NN
word2009	2009	497.76	NN
word2010	2010	497.51	NN
word2011	2011	497.27	NN
word2012	2012	497.02	NN
word2013	2013	496.77	NN
word2014	2014	496.52	NN
word2015	2015	496.28	NN
word2016	2016	496.03	NN
word2017	2017	495.79	NN
word2018	2018	495.54	NN
word2019	2019	495.29	NN
word2020	2020	495.05	NN
word2021	2021	494.8	NN
word2022	2022	494.56	NN
word2023	2023	494.32	NN
word2024	2024	494.07	NN
word2025	2025	493.83	NN
word2026	2026	493.58	NN
word2027	2027	493.34	NN
word2028	2028	493.1	NN
word2029	2029	492.85	NN
word2030	2030	492.61	NN
word2031	2031	492.37	NN
word2032	2032	492.13	NN
word2033	2033	491.88	NN
word2034	2034	491.64	NN
word2035	2035	491.4	NN
word2036	2036	491.16	NN
word2037	2037	490.92	NN
word2038	2038	490.68	NN
word2039	2039	490.44	NN
word2040	2040	490.2	NN
word2041	2041	489.96	NN
word2042	2042	489.72	NN
word2043	2043	489.48	NN
word2044	2044	489.24	NN
word2045	2045	489.0	NN
word2046	2046	488.76	NN
word2047	2047	488.52	NN
word2048	2048	488.28	NN
word2049	2049	488.04	NN
word2050	2050	487.8	NN
word2051	2051	487.57	NN
word2052	2052	487.33	NN
word2053	2053	487.09	NN
word2054	2054	486.85	NN
word2055	2055	486.62	NN
word2056	2056	486.38	NN
word2057	2057	486.14	NN
word2058	2058	485.91	NN
word2059	2059	485.67	NN
word2060	2060	485.44	NN
word2061	2061	485.2	NN
word2062	2062	484.97	NN
word2063	2063	484.73	NN
word2064	2064	484.5	NN
word2065	2065	484.26	NN
word2066	2066	484.03	NN
word2067	2067	483.79	NN
word2068	2068	483.56	NN
word2069	2069	483.33	NN
word2070	2070	483.09	NN
word2071	2071	482.86	NN
word2072	2072	482.63	NN
word2073	2073	482.39	NN
word2074	2074	482.16	NN
word2075	2075	481.93	NN
word2076	2076	481.7	NN
word2077	2077	481.46	NN
word2078	2078	481.23	NN
word2079	2079	481.0	NN
word2080	2080	480.77	NN
word2081	2081	480.54	NN
word2082	2082	480.31	NN
